No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section	R4Mapped Resource	R4Mapped Field	EQ				Modeling	Needs work	Actor	Section	
1547	EHDSServiceRequest	encounter	0..1	An encounter that provides additional information about the healthcare context in which this request is made.	EHDSEncounter		Encounter	EuServiceRequest	encounter	EQ		EuEncounter				MR				EQ		EuEncounter				MR		
1548	EHDSServiceRequest	occurrence[x]	0..1	When service should occur	dateTime		Occurrence	EuServiceRequest	occurrenceDateTime	EQ						MR				EQ						MR		
1549	EHDSServiceRequest	occurrence[x]	0..1	When service should occur	Period		Occurrence	EuServiceRequest	occurrencePeriod	EQ						MR				EQ						MR		
1550	EHDSServiceRequest	patientInstructions	0..1	Patient or consumer-oriented instructions	string		Patient instructions	EuServiceRequest	patientInstruction.instructionMarkdown	EQ						MR				EQ						MR		
1551	EHDSServiceRequest	coverage	0..*	Insurance or medical plan or a payment agreement.	EHDSCoverage		Coverage	EuServiceRequest	insurance	EQ		EuCoverage				MR				EQ		EuCoverage				MR		
1552	EHDSSocialHistory		0..*	EHDS model for social history observations			Social history model																					
1553	EHDSSocialHistory	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
1554	EHDSSocialHistory	header.subject	1..1	Patient/subject information	EHDSPatient		Subject																					
1555	EHDSSocialHistory	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object																					
1556	EHDSSocialHistory	header.authorship	1..*	Resource authoring details	Base		Authorship																					
1557	EHDSSocialHistory	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		Author																					
1558	EHDSSocialHistory	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSOrganisation		Author																					
1559	EHDSSocialHistory	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author																					
1560	EHDSSocialHistory	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing																					
1561	EHDSSocialHistory	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource																					
1562	EHDSSocialHistory	header.status	1..1	Status of the resource	CodeableConcept		Status of the resource																					
1563	EHDSSocialHistory	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.																					
1564	EHDSSocialHistory	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.																					
1565	EHDSSocialHistory	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language																					
1566	EHDSSocialHistory	header.version	0..1	Business version of the resource.	string		Version																					
1567	EHDSSocialHistory	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document																					
1568	EHDSSocialHistory	description	0..1	Textual description of the social history.	string		Textual description of the social history.																					
1569	EHDSSocialHistory	observation	0..1	Health related lifestyle factors or lifestyle observations and social determinants of health. Example: cigarette smoker, alcohol consumption	EHDSObservation		Social history observations related to health																					
1570	EHDSSocialHistory	referencePeriod	0..1	Example: from 1974 to 2004	Period		Reference date range																					
1571	EHDSSpecimen		0..*	EHDS refined base model for A sample to be used for Analysis			Specimen model																					
1572	EHDSSpecimen	identifier	1..*	An identifier of the specimen which is unique within in a defined scope. Example: identifier assigned by ordering system, identifier assigned by laboratory etc. Multiple identifiers can be used.	Identifier		An identifier of the specimen which is unique within in a defined scope.																					
1573	EHDSSpecimen	typeOfSpecies	0..1	Biologic type of species for laboratory result reports bound to non-human subjects.	CodeableConcept	SNOMED CT (preferred)	Biologic type of species for laboratory result reports bound to non-human subjects.																					
1574	EHDSSpecimen	material	0..1	Material that forms the specimen.	CodeableConcept	SNOMED CT (preferred)	Material that forms the specimen.																					
1575	EHDSSpecimen	collectionPeriod	0..1	The period or date and time of specimen collection.	Period		The period or date and time of specimen collection.																					
1576	EHDSSpecimen	bodySite	0..1	Anatomic location (body location, laterality) where the material is collected, e.g. Elbow, left	EHDSBodyStructure		Anatomic location (body location, laterality) where the material is collected, e.g. Elbow, left																					
1577	EHDSSpecimen	morphology	0..1	Morphological abnormalities of the anatomical location where the material is taken, for example wound, ulcer.	CodeableConcept	SNOMED CT (preferred)	Morphological abnormalities of the anatomical location where the material is taken, for example wound, ulcer.																					
1578	EHDSSpecimen	sourceDevice	0..1	Source device in case the material is not collected directly from the patient but comes from a patient-related object, e.g. a catheter	CodeableConcept	SNOMED CT, EMDN (preferred)	Source device in case the material is not collected directly from the patient but comes from a patient-related object, e.g. a catheter																					
1579	EHDSSpecimen	collectionProcedure	0..1	The procedure that collects the specimen.	EHDSProcedure		The procedure that collects the specimen.																					
1580	EHDSSpecimen	collectionProcedureMethod	0..1	If relevant for the results, the method of obtaining the specimen.	CodeableConcept	SNOMED CT (preferred)	Collection procedure method																					
1581	EHDSSpecimen	receivedDate	0..1	Date and time that the material is handed over at the laboratory or specimen collection centre.	dateTime		Date and time that the material is handed over at the laboratory or specimen collection centre.																					
1582	EHDSSpecimen	subject[x]	0..1	Where the specimen came from. This may be from patient(s), from a location (e.g., the source of an environmental sample), or a sampling of a substance, a biologically-derived product, or a device.	EHDSPatient		Subject																					
1583	EHDSSpecimen	subject[x]	0..1	Where the specimen came from. This may be from patient(s), from a location (e.g., the source of an environmental sample), or a sampling of a substance, a biologically-derived product, or a device.	EHDSPatientAnimal		Subject																					
1584	EHDSSpecimen	subject[x]	0..1	Where the specimen came from. This may be from patient(s), from a location (e.g., the source of an environmental sample), or a sampling of a substance, a biologically-derived product, or a device.	EHDSLocation		Subject																					
1585	EHDSSpecimen	subject[x]	0..1	Where the specimen came from. This may be from patient(s), from a location (e.g., the source of an environmental sample), or a sampling of a substance, a biologically-derived product, or a device.	EHDSDevice		Subject																					
